counter;datetime;PM1;PM2_5;PM4;PM10;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure
10501;2024-11-01T21:06:18;4;4;4;5;29;30;30;30;0.64;22.38;78;88315
10502;2024-11-01T21:07:19;4;5;5;5;32;33;33;33;0.66;22.22;79;88316
10503;2024-11-01T21:08:21;3;3;4;4;24;24;24;24;0.66;21.76;80;88332
10504;2024-11-01T21:09:22;3;4;4;4;27;27;27;27;0.65;21.76;81;88327
10505;2024-11-01T21:10:24;3;3;4;4;25;26;26;26;0.63;21.47;81;88335
10506;2024-11-01T21:11:25;3;3;3;4;24;24;24;24;0.62;21.22;83;88337
10507;2024-11-01T21:12:27;2;3;3;3;21;21;21;21;0.61;20.97;82;88351
10508;2024-11-01T21:13:28;3;3;3;3;24;24;24;24;0.6;20.86;84;88343
10509;2024-11-01T21:14:30;5;5;6;6;42;42;42;42;0.59;20.82;83;88353
10510;2024-11-01T21:15:31;4;4;4;4;30;31;31;31;0.57;20.77;83;88349
10511;2024-11-01T21:16:32;3;3;3;3;25;25;25;25;0.56;20.83;84;88358
10512;2024-11-01T21:17:34;3;3;3;3;24;24;24;24;0.57;20.85;84;88347
10513;2024-11-01T21:18:35;3;3;3;3;25;26;26;26;0.57;21.15;84;88354
10514;2024-11-01T21:19:37;3;3;3;3;24;24;24;24;0.58;21.3;83;88348
10515;2024-11-01T21:20:38;3;3;3;3;25;25;26;26;0.59;21.35;82;88350
10516;2024-11-01T21:21:40;3;3;3;3;21;22;22;22;0.59;21.52;81;88358
10517;2024-11-01T21:22:41;3;3;3;3;21;22;22;22;0.6;21.67;81;88362
10518;2024-11-01T21:23:43;3;3;3;3;24;24;24;24;0.6;21.85;79;88361
10519;2024-11-01T21:24:44;3;3;3;4;25;25;25;25;0.61;21.98;78;88364
10520;2024-11-01T21:25:46;3;3;3;3;23;24;24;24;0.61;21.99;79;88356
10521;2024-11-01T21:26:47;3;3;3;3;25;25;26;26;0.6;22.12;77;88361
10522;2024-11-01T21:27:49;3;3;3;3;23;23;23;23;0.61;22.22;77;88354
10523;2024-11-01T21:28:50;3;4;4;4;28;29;29;29;0.62;22.2;77;88359
10524;2024-11-01T21:29:52;3;3;3;4;25;25;25;25;0.63;22.2;78;88354
10525;2024-11-01T21:30:53;3;3;3;4;24;25;25;25;0.62;22.25;79;88363
10526;2024-11-01T21:31:55;3;3;4;4;25;26;26;26;0.61;22.08;80;88355
10527;2024-11-01T21:32:56;3;3;3;3;21;22;22;22;0.6;22.14;78;88354
10528;2024-11-01T21:33:57;3;3;3;3;22;22;22;22;0.6;21.92;79;88355
10529;2024-11-01T21:34:59;2;2;2;2;19;19;19;19;0.57;21.99;78;88349
10530;2024-11-01T21:36:00;2;2;2;2;19;19;19;19;0.57;22.04;79;88355
10531;2024-11-01T21:37:02;2;2;2;2;17;17;17;17;0.58;21.94;79;88353
10532;2024-11-01T21:38:03;2;2;2;2;17;18;18;18;0.56;22.13;77;88352
10533;2024-11-01T21:39:05;3;3;3;3;22;22;22;22;0.54;22.17;78;88353
10534;2024-11-01T21:40:06;2;2;2;2;19;19;19;19;0.56;22.17;78;88349
10535;2024-11-01T21:41:08;2;2;2;2;19;19;19;19;0.57;22.24;76;88356
10536;2024-11-01T21:42:09;2;2;2;2;17;17;17;17;0.56;22.21;78;88350
10537;2024-11-01T21:43:11;1;1;1;1;12;12;12;12;0.56;21.7;76;88350
10538;2024-11-01T21:44:12;1;1;1;1;10;10;10;10;0.55;21.49;79;88354
10539;2024-11-01T21:45:14;1;1;1;1;10;10;10;10;0.55;21.64;78;88363
10540;2024-11-01T21:46:15;2;2;2;2;13;13;13;13;0.55;21.64;78;88361
10541;2024-11-01T21:47:17;2;2;2;2;15;15;15;15;0.55;21.72;80;88361
10542;2024-11-01T21:48:18;2;2;2;2;14;14;14;14;0.56;21.75;79;88368
10543;2024-11-01T21:49:19;2;2;2;2;15;15;15;15;0.57;21.67;78;88365
10544;2024-11-01T21:50:21;1;1;1;2;12;12;12;12;0.57;21.74;78;88362
10545;2024-11-01T21:51:22;2;2;2;2;13;13;13;13;0.57;21.31;79;88364
10546;2024-11-01T21:52:24;1;1;1;1;12;12;12;12;0.55;21.38;80;88364
10547;2024-11-01T21:53:25;1;1;1;1;10;10;10;10;0.55;21.39;79;88369
10548;2024-11-01T21:54:27;1;1;1;1;11;11;11;11;0.55;21.49;79;88365
10549;2024-11-01T21:55:28;1;1;1;1;10;10;10;10;0.56;21.4;79;88362
10550;2024-11-01T21:56:30;1;1;1;1;8;8;8;8;0.57;21.37;79;88363
10551;2024-11-01T21:57:31;1;1;1;1;10;10;10;10;0.57;21.29;79;88358
10552;2024-11-01T21:58:33;1;1;1;1;11;11;11;11;0.56;21.26;79;88359
10553;2024-11-01T21:59:34;1;1;1;1;11;11;11;11;0.57;21.32;79;88356
10554;2024-11-01T22:00:36;1;1;1;1;10;10;10;10;0.57;21.14;79;88366
10555;2024-11-01T22:01:37;1;1;1;1;11;11;11;11;0.58;21.18;79;88359
10556;2024-11-01T22:02:39;1;1;1;1;10;10;10;10;0.58;21.32;79;88363
10557;2024-11-01T22:03:40;1;1;1;1;11;11;11;11;0.58;21.27;79;88366
10558;2024-11-01T22:04:42;1;1;1;1;11;11;11;11;0.58;21.26;79;88361
10559;2024-11-01T22:05:43;1;1;1;1;8;8;8;8;0.58;21.23;78;88368
10560;2024-11-01T22:06:45;1;1;1;1;8;8;8;8;0.58;21.08;78;88369
10561;2024-11-01T22:07:46;1;1;1;1;9;9;9;9;0.57;21.22;79;88369
10562;2024-11-01T22:08:47;1;1;1;1;10;10;10;10;0.57;21.03;77;88365
10563;2024-11-01T22:09:49;1;1;1;1;7;7;7;7;0.56;20.95;80;88363
10564;2024-11-01T22:10:50;1;1;1;1;8;8;8;8;0.55;20.78;80;88366
10565;2024-11-01T22:11:52;1;1;1;1;9;9;9;9;0.55;20.84;80;88359
10566;2024-11-01T22:12:53;1;1;1;1;10;10;10;10;0.55;21.01;79;88361
10567;2024-11-01T22:13:55;1;1;1;1;12;12;12;12;0.55;21.19;79;88359
10568;2024-11-01T22:14:56;1;1;2;2;12;12;12;12;0.57;21.28;79;88345
10569;2024-11-01T22:15:58;1;1;1;1;9;9;9;9;0.56;21.34;77;88349
10570;2024-11-01T22:16:59;1;1;1;1;10;10;10;10;0.57;21.43;78;88345
10571;2024-11-01T22:18:01;1;1;1;1;9;9;9;9;0.57;21.53;77;88344
10572;2024-11-01T22:19:02;1;1;1;2;12;12;12;12;0.56;21.57;77;88351
10573;2024-11-01T22:20:04;1;1;1;1;10;10;10;10;0.56;21.55;77;88341
10574;2024-11-01T22:21:05;1;1;1;1;11;11;11;11;0.56;21.46;78;88349
10575;2024-11-01T22:22:07;1;1;1;1;10;10;10;10;0.57;21.25;78;88347
10576;2024-11-01T22:23:08;1;1;1;1;10;10;10;10;0.57;21.4;79;88346
10577;2024-11-01T22:24:10;1;1;1;1;9;9;9;9;0.56;21.24;77;88343
10578;2024-11-01T22:25:11;1;1;1;1;10;10;10;10;0.55;21.2;78;88339
10579;2024-11-01T22:26:12;1;1;1;1;9;9;9;9;0.55;21.04;79;88344
10580;2024-11-01T22:27:14;1;1;1;1;11;11;11;11;0.53;21.05;80;88349
10581;2024-11-01T22:28:15;1;1;1;1;9;9;9;9;0.52;20.99;78;88345
10582;2024-11-01T22:29:17;1;1;1;1;8;8;8;8;0.53;20.97;78;88345
10583;2024-11-01T22:30:18;1;1;1;1;8;8;8;8;0.54;21.18;78;88339
10584;2024-11-01T22:31:20;1;1;1;1;8;8;8;8;0.54;21.06;77;88337
10585;2024-11-01T22:32:21;1;1;1;1;9;9;9;9;0.54;21.15;78;88343
10586;2024-11-01T22:33:23;1;1;1;1;8;8;8;8;0.54;21.2;78;88339
10587;2024-11-01T22:34:24;1;1;1;1;8;8;8;8;0.53;21.29;78;88339
10588;2024-11-01T22:35:26;1;1;1;1;8;8;8;8;0.54;21.41;76;88331
10589;2024-11-01T22:36:27;1;1;1;1;8;8;8;8;0.55;21.28;77;88327
10590;2024-11-01T22:37:29;1;1;1;1;7;7;7;7;0.54;21.38;77;88325
10591;2024-11-01T22:38:30;1;1;1;1;8;8;8;8;0.54;21.41;76;88326
10592;2024-11-01T22:39:32;1;1;1;1;8;8;8;8;0.53;21.45;76;88327
10593;2024-11-01T22:40:33;1;1;1;1;6;6;6;6;0.52;21.18;75;88328
10594;2024-11-01T22:41:34;1;1;1;1;8;8;8;8;0.52;21.14;74;88337
10595;2024-11-01T22:42:36;1;1;1;1;7;7;7;7;0.5;21.08;75;88323
10596;2024-11-01T22:43:37;1;1;1;1;7;7;7;7;0.5;21.15;75;88327
10597;2024-11-01T22:44:39;1;1;1;1;8;8;8;8;0.5;21.07;77;88333
10598;2024-11-01T22:45:40;1;1;1;1;8;8;8;8;0.5;20.83;77;88325
10599;2024-11-01T22:46:42;1;1;1;1;9;9;9;9;0.5;21.03;75;88326
10600;2024-11-01T22:47:43;1;1;1;1;7;7;7;7;0.5;21.13;75;88324
10601;2024-11-01T22:48:45;1;1;1;1;7;7;7;7;0.5;21.05;76;88330
10602;2024-11-01T22:49:46;1;1;1;1;9;9;9;9;0.51;21.09;76;88327
10603;2024-11-01T22:50:48;1;1;1;1;9;10;10;10;0.5;21.08;77;88323
10604;2024-11-01T22:51:49;1;1;1;1;6;6;6;6;0.5;21.18;77;88329
10605;2024-11-01T22:52:51;1;1;1;1;8;8;8;8;0.49;21.24;76;88326
10606;2024-11-01T22:53:52;1;1;1;1;7;7;7;7;0.5;21.06;75;88320
10607;2024-11-01T22:54:54;1;1;1;1;8;8;8;8;0.51;20.98;75;88325
10608;2024-11-01T22:55:55;1;1;1;1;8;8;8;8;0.52;21.0;75;88327
10609;2024-11-01T22:56:56;1;1;1;1;7;7;7;7;0.51;21.06;74;88323
10610;2024-11-01T22:57:58;1;1;1;1;8;8;8;8;0.51;20.91;73;88326
10611;2024-11-01T22:58:59;1;1;1;1;7;7;7;7;0.51;20.92;74;88324
10612;2024-11-01T23:00:01;1;1;1;1;8;8;8;8;0.51;21.0;74;88328
10613;2024-11-01T23:01:02;1;1;1;1;7;7;7;7;0.52;21.07;75;88329
10614;2024-11-01T23:02:04;1;1;1;1;8;8;8;8;0.51;21.09;74;88332
10615;2024-11-01T23:03:05;1;1;1;1;7;7;7;7;0.51;21.09;75;88335
10616;2024-11-01T23:04:07;1;1;1;1;9;9;9;9;0.5;21.04;74;88339
10617;2024-11-01T23:05:08;1;1;1;1;7;7;7;7;0.51;21.0;76;88333
10618;2024-11-01T23:06:10;1;1;1;1;7;7;7;7;0.52;21.13;73;88334
10619;2024-11-01T23:07:11;1;1;1;1;7;7;7;7;0.52;21.16;74;88328
10620;2024-11-01T23:08:13;1;1;1;1;7;7;7;7;0.51;21.21;74;88331
10621;2024-11-01T23:09:14;1;1;1;1;7;7;7;7;0.51;21.28;74;88333
10622;2024-11-01T23:10:16;1;1;1;1;7;7;7;7;0.51;21.33;73;88331
10623;2024-11-01T23:11:17;1;1;1;1;5;5;5;5;0.52;21.42;74;88332
10624;2024-11-01T23:12:18;1;1;1;1;6;6;6;6;0.52;21.46;75;88338
10625;2024-11-01T23:13:20;1;1;1;1;6;6;6;6;0.52;21.47;76;88329
10626;2024-11-01T23:14:21;1;1;1;1;8;8;8;8;0.52;21.5;73;88337
10627;2024-11-01T23:15:23;1;1;1;1;11;11;11;11;0.52;21.57;75;88322
10628;2024-11-01T23:16:24;1;2;2;2;13;13;13;13;0.54;21.36;75;88330
10629;2024-11-01T23:17:26;1;1;1;1;10;10;10;10;0.54;21.2;75;88329
10630;2024-11-01T23:18:27;1;1;1;1;12;12;12;12;0.55;21.04;75;88328
10631;2024-11-01T23:19:29;1;1;1;1;11;11;11;11;0.54;21.24;76;88329
10632;2024-11-01T23:20:30;1;1;1;1;11;11;11;11;0.56;21.31;75;88333
10633;2024-11-01T23:21:32;3;3;3;3;24;24;24;24;0.53;21.33;76;88336
10634;2024-11-01T23:22:33;3;3;3;3;23;23;23;23;0.53;21.42;76;88328
10635;2024-11-01T23:23:35;3;4;4;4;29;29;29;29;0.53;21.44;76;88333
10636;2024-11-01T23:24:36;5;5;5;5;42;42;42;42;0.5;21.48;75;88331
10637;2024-11-01T23:25:38;5;5;5;5;42;42;42;42;0.5;21.51;76;88335
10638;2024-11-01T23:26:39;5;6;6;6;46;46;46;46;0.49;21.55;74;88328
10639;2024-11-01T23:27:41;4;4;4;4;33;33;33;33;0.49;21.58;75;88322
10640;2024-11-01T23:28:42;4;4;4;4;30;30;30;30;0.49;21.5;75;88317
10641;2024-11-01T23:29:44;3;3;3;3;26;26;26;26;0.49;21.48;76;88331
10642;2024-11-01T23:30:45;3;3;3;3;27;27;27;27;0.48;21.43;74;88324
10643;2024-11-01T23:31:46;3;4;4;4;29;29;29;29;0.47;21.5;74;88323
10644;2024-11-01T23:32:48;4;4;4;4;34;34;34;34;0.48;21.2;75;88326
10645;2024-11-01T23:33:49;3;3;3;3;27;27;27;27;0.48;21.4;74;88319
10646;2024-11-01T23:34:51;3;3;3;3;26;26;26;26;0.48;21.33;76;88326
10647;2024-11-01T23:35:52;2;2;2;2;18;18;18;18;0.48;20.98;74;88325
10648;2024-11-01T23:36:54;2;2;2;2;16;16;16;16;0.47;21.26;74;88318
10649;2024-11-01T23:37:55;2;2;2;2;19;19;19;19;0.47;21.37;75;88317
10650;2024-11-01T23:38:57;2;2;2;2;16;16;16;16;0.48;21.41;75;88324
10651;2024-11-01T23:39:58;2;2;2;2;16;16;16;16;0.49;21.32;75;88317
10652;2024-11-01T23:41:00;2;2;2;2;15;15;15;15;0.5;21.39;76;88318
10653;2024-11-01T23:42:01;1;1;1;1;13;13;13;13;0.5;21.08;75;88318
10654;2024-11-01T23:43:03;1;2;2;2;13;13;13;13;0.51;21.31;74;88320
10655;2024-11-01T23:44:04;2;2;2;2;14;14;14;14;0.51;21.38;75;88321
10656;2024-11-01T23:45:06;2;2;2;2;14;14;14;14;0.51;21.39;76;88318
10657;2024-11-01T23:46:07;2;2;2;2;14;14;14;14;0.52;21.47;75;88316
10658;2024-11-01T23:47:08;2;2;2;2;15;16;16;16;0.51;21.44;75;88317
10659;2024-11-01T23:48:10;2;2;2;2;16;16;16;16;0.52;21.17;76;88321
10660;2024-11-01T23:49:11;2;2;2;2;14;15;15;15;0.52;21.17;78;88319
10661;2024-11-01T23:50:13;2;2;2;2;13;13;13;13;0.53;20.85;78;88317
10662;2024-11-01T23:51:14;1;1;1;1;12;12;12;12;0.53;20.87;78;88323
10663;2024-11-01T23:52:16;2;2;2;2;14;14;14;14;0.53;20.8;79;88327
10664;2024-11-01T23:53:17;1;1;1;1;13;13;13;13;0.51;20.78;79;88320
10665;2024-11-01T23:54:19;1;1;1;1;11;11;11;11;0.51;20.95;79;88329
10666;2024-11-01T23:55:20;2;2;2;2;13;13;13;13;0.52;21.1;77;88310
10667;2024-11-01T23:56:22;1;1;1;1;11;11;11;11;0.52;21.18;77;88315
10668;2024-11-01T23:57:23;2;2;2;2;14;14;14;14;0.52;21.21;76;88314
10669;2024-11-01T23:58:25;1;1;1;1;12;12;12;12;0.54;21.33;76;88315
10670;2024-11-01T23:59:26;2;2;2;2;14;14;14;14;0.54;21.14;77;88314
10671;2024-11-02T00:00:28;2;2;2;2;14;14;14;14;0.55;21.28;76;88311
10672;2024-11-02T00:01:29;2;2;2;2;13;14;14;14;0.54;21.35;77;88304
10673;2024-11-02T00:02:31;2;2;2;2;13;13;13;13;0.55;21.26;77;88315
10674;2024-11-02T00:03:32;1;1;1;1;12;12;12;12;0.55;21.03;78;88315
10675;2024-11-02T00:04:33;1;1;1;1;11;11;11;11;0.55;20.9;79;88319
10676;2024-11-02T00:05:35;1;1;1;1;12;12;12;12;0.56;20.9;78;88313
10677;2024-11-02T00:06:36;1;1;1;1;12;12;12;12;0.56;20.79;80;88317
10678;2024-11-02T00:07:38;1;1;1;1;11;11;11;11;0.55;20.76;80;88310
10679;2024-11-02T00:08:39;1;1;1;1;11;11;11;11;0.55;20.97;78;88307
10680;2024-11-02T00:09:41;1;1;1;1;12;12;12;12;0.54;21.08;78;88318
10681;2024-11-02T00:10:42;2;2;2;2;15;15;15;15;0.54;21.19;79;88316
10682;2024-11-02T00:11:44;2;2;2;2;15;15;15;15;0.54;21.24;77;88315
10683;2024-11-02T00:12:45;2;2;2;2;19;19;19;19;0.51;21.32;77;88311
10684;2024-11-02T00:13:47;2;2;2;2;20;20;20;20;0.52;21.39;77;88313
10685;2024-11-02T00:14:48;4;4;4;4;36;36;36;36;0.5;21.23;78;88311
10686;2024-11-02T00:15:50;5;5;5;5;42;43;43;43;0.47;21.14;78;88317
10687;2024-11-02T00:16:51;4;4;4;4;34;34;34;34;0.48;21.06;79;88312
10688;2024-11-02T00:17:53;3;3;3;3;26;26;26;26;0.48;20.76;81;88320
10689;2024-11-02T00:18:54;2;3;3;3;21;21;21;21;0.49;20.64;81;88317
10690;2024-11-02T00:19:55;2;2;2;2;14;14;14;14;0.49;20.48;79;88311
10691;2024-11-02T00:20:57;2;2;2;2;13;13;13;13;0.5;20.5;80;88308
10692;2024-11-02T00:21:58;2;2;2;2;14;14;14;14;0.51;20.58;80;88314
10693;2024-11-02T00:23:00;1;1;1;1;11;11;11;11;0.51;20.54;80;88312
10694;2024-11-02T00:24:01;1;1;1;1;11;11;11;11;0.5;20.57;80;88316
10695;2024-11-02T00:25:03;2;2;2;2;13;13;13;13;0.51;20.61;80;88311
10696;2024-11-02T00:26:04;1;1;1;1;10;10;10;10;0.52;20.77;79;88311
10697;2024-11-02T00:27:06;1;1;1;1;9;9;9;9;0.53;20.94;77;88303
10698;2024-11-02T00:28:07;1;1;1;1;12;12;12;12;0.53;20.99;79;88310
10699;2024-11-02T00:29:09;1;1;1;1;11;11;11;11;0.54;20.99;78;88310
10700;2024-11-02T00:30:10;2;2;2;2;13;13;13;13;0.54;20.99;77;88305
10701;2024-11-02T00:31:12;1;1;1;1;12;12;12;12;0.53;20.98;78;88305
10702;2024-11-02T00:32:13;1;1;1;1;11;11;11;11;0.53;21.04;77;88296
10703;2024-11-02T00:33:15;1;1;1;1;12;12;12;12;0.52;21.11;79;88301
10704;2024-11-02T00:34:16;1;1;1;1;11;11;11;11;0.52;21.13;77;88297
10705;2024-11-02T00:35:18;2;2;2;2;13;13;13;13;0.52;21.23;76;88295
10706;2024-11-02T00:36:19;1;1;1;1;11;11;11;11;0.51;21.34;77;88289
10707;2024-11-02T00:37:20;1;1;1;1;11;11;11;11;0.51;21.36;77;88297
