counter;datetime;PM1;PM2_5;PM4;PM10;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure
9574;2024-11-01T05:16:31;1;1;1;1;7;7;7;7;0.59;18.72;82;88216
9575;2024-11-01T05:17:33;1;1;1;1;8;8;8;8;0.59;19.07;79;88228
9576;2024-11-01T05:18:34;1;1;1;1;8;8;8;8;0.59;18.99;80;88227
9577;2024-11-01T05:19:36;1;1;1;1;7;7;7;7;0.59;18.57;82;88221
9578;2024-11-01T05:20:37;1;1;1;1;7;7;7;7;0.59;18.54;82;88226
9579;2024-11-01T05:21:39;1;1;1;1;7;7;7;7;0.59;18.62;83;88216
9580;2024-11-01T05:22:40;1;1;1;1;7;7;7;7;0.59;18.8;83;88222
9581;2024-11-01T05:23:42;1;1;1;1;8;8;8;8;0.58;18.77;81;88215
9582;2024-11-01T05:24:43;1;1;1;1;7;7;7;7;0.58;18.53;83;88221
9583;2024-11-01T05:25:45;1;1;1;1;6;6;6;6;0.58;18.49;82;88222
9584;2024-11-01T05:26:46;1;1;1;1;6;6;6;6;0.58;18.74;82;88219
9585;2024-11-01T05:27:47;1;1;1;1;6;6;6;6;0.57;18.74;84;88219
9586;2024-11-01T05:28:49;1;1;1;1;7;7;7;7;0.57;18.8;82;88217
9587;2024-11-01T05:29:50;1;1;1;1;7;7;7;7;0.57;18.94;82;88220
9588;2024-11-01T05:30:52;1;1;1;1;7;7;7;7;0.57;19.05;82;88222
9589;2024-11-01T05:31:53;1;1;1;1;6;6;6;6;0.56;18.74;83;88224
9590;2024-11-01T05:32:55;1;1;1;1;6;6;6;6;0.56;18.91;82;88221
9591;2024-11-01T05:33:56;1;1;1;1;5;5;5;5;0.56;18.85;83;88218
9592;2024-11-01T05:34:58;1;1;1;1;6;6;6;6;0.56;18.95;82;88218
9593;2024-11-01T05:35:59;1;1;1;1;7;7;7;7;0.57;18.95;82;88221
9594;2024-11-01T05:37:01;1;1;1;1;6;6;6;6;0.57;18.94;83;88222
9595;2024-11-01T05:38:02;1;1;1;1;8;8;8;8;0.56;18.9;82;88220
9596;2024-11-01T05:39:04;1;1;1;1;7;7;7;7;0.55;18.87;83;88222
9597;2024-11-01T05:40:05;1;1;1;1;8;8;8;8;0.54;18.83;82;88221
9598;2024-11-01T05:41:07;1;1;1;1;7;7;7;7;0.55;18.89;82;88222
9599;2024-11-01T05:42:08;1;1;1;1;9;9;9;9;0.55;19.01;82;88222
9600;2024-11-01T05:43:09;1;1;1;1;8;8;8;8;0.54;18.94;83;88218
9601;2024-11-01T05:44:11;1;1;1;1;8;8;8;8;0.55;19.07;82;88228
9602;2024-11-01T05:45:12;1;1;1;1;7;7;7;7;0.56;19.16;82;88224
9603;2024-11-01T05:46:14;1;1;1;1;8;8;8;8;0.57;19.21;82;88223
9604;2024-11-01T05:47:15;2;2;2;2;19;19;19;19;0.56;19.24;82;88227
9605;2024-11-01T05:48:17;1;1;1;1;10;10;10;10;0.56;19.29;81;88230
9606;2024-11-01T05:49:18;1;1;1;1;9;9;9;9;0.56;19.34;80;88234
9607;2024-11-01T05:50:20;2;2;2;2;15;15;15;15;0.55;19.33;81;88227
9608;2024-11-01T05:51:21;3;3;3;3;25;25;25;25;0.52;19.17;82;88241
9609;2024-11-01T05:52:23;2;2;2;2;19;19;19;19;0.51;19.11;82;88236
9610;2024-11-01T05:53:24;2;2;2;2;15;15;15;15;0.5;19.14;82;88243
9611;2024-11-01T05:54:26;2;2;2;2;16;16;16;16;0.5;18.96;82;88249
9612;2024-11-01T05:55:27;2;2;2;2;13;13;13;13;0.5;18.85;82;88234
9613;2024-11-01T05:56:29;1;1;1;1;10;11;11;11;0.5;18.86;85;88236
9614;2024-11-01T05:57:30;1;1;1;1;11;11;11;11;0.51;19.05;84;88244
9615;2024-11-01T05:58:31;1;1;1;1;11;11;11;11;0.52;19.02;83;88243
9616;2024-11-01T05:59:33;2;2;2;2;13;13;13;13;0.53;19.05;82;88241
9617;2024-11-01T06:00:34;1;1;1;1;10;10;10;10;0.53;19.14;83;88235
9618;2024-11-01T06:01:36;1;1;1;1;9;9;9;9;0.52;19.18;83;88238
9619;2024-11-01T06:02:37;1;1;1;1;11;11;11;11;0.53;19.01;84;88236
9620;2024-11-01T06:03:39;1;1;1;1;8;8;8;8;0.53;19.11;83;88233
9621;2024-11-01T06:04:40;1;1;1;1;10;10;10;10;0.53;18.98;83;88236
9622;2024-11-01T06:05:42;1;1;1;1;11;11;11;11;0.54;18.99;82;88241
9623;2024-11-01T06:06:43;1;1;1;1;10;10;10;10;0.53;18.94;83;88234
9624;2024-11-01T06:07:45;1;1;1;1;9;9;9;9;0.54;18.95;84;88240
9625;2024-11-01T06:08:46;1;1;1;1;12;12;12;12;0.53;18.89;84;88230
9626;2024-11-01T06:09:48;1;1;1;1;12;12;12;12;0.52;18.82;82;88236
9627;2024-11-01T06:10:49;1;1;1;1;10;10;10;10;0.52;18.85;83;88240
9628;2024-11-01T06:11:51;1;1;1;1;11;11;11;11;0.52;18.94;84;88241
9629;2024-11-01T06:12:52;1;1;1;1;11;11;11;11;0.52;18.91;84;88243
9630;2024-11-01T06:13:53;2;2;2;2;14;14;14;14;0.52;18.89;83;88241
9631;2024-11-01T06:14:55;1;1;1;1;11;12;12;12;0.51;18.95;84;88248
9632;2024-11-01T06:15:56;1;1;1;1;11;11;11;11;0.51;18.97;83;88240
9633;2024-11-01T06:16:58;1;1;1;1;9;9;9;9;0.52;18.84;83;88243
9634;2024-11-01T06:17:59;1;2;2;2;13;13;13;13;0.52;18.89;83;88251
9635;2024-11-01T06:19:01;1;1;1;1;11;11;11;11;0.52;19.0;84;88244
9636;2024-11-01T06:20:02;1;1;1;1;11;12;12;12;0.52;18.81;83;88245
9637;2024-11-01T06:21:04;1;2;2;2;13;13;13;13;0.52;18.81;84;88248
9638;2024-11-01T06:22:05;2;2;2;2;14;14;14;14;0.53;18.73;84;88246
9639;2024-11-01T06:23:07;1;1;1;1;11;11;11;11;0.52;18.85;83;88254
9640;2024-11-01T06:24:08;1;1;1;1;11;11;11;11;0.53;18.86;83;88258
9641;2024-11-01T06:25:10;1;1;1;1;11;11;11;11;0.54;18.96;83;88249
9642;2024-11-01T06:26:11;1;1;1;1;12;12;12;12;0.54;18.86;83;88252
9643;2024-11-01T06:27:13;1;1;1;1;12;12;12;12;0.54;18.85;83;88254
9644;2024-11-01T06:28:14;1;1;1;1;10;10;10;10;0.53;18.81;83;88256
9645;2024-11-01T06:29:15;1;1;1;1;11;11;11;11;0.52;18.95;83;88259
9646;2024-11-01T06:30:17;1;1;1;1;10;10;10;10;0.52;19.05;83;88260
9647;2024-11-01T06:31:18;1;1;1;1;10;10;10;10;0.51;19.12;83;88262
9648;2024-11-01T06:32:20;1;1;1;1;8;9;9;9;0.51;18.98;83;88253
9649;2024-11-01T06:33:21;1;1;1;1;9;9;9;9;0.52;19.11;82;88260
9650;2024-11-01T06:34:23;1;1;1;1;9;9;9;9;0.52;19.14;82;88256
9651;2024-11-01T06:35:24;1;1;1;1;8;8;8;8;0.51;18.99;82;88254
9652;2024-11-01T06:36:26;1;1;1;1;7;7;7;7;0.51;18.97;83;88262
9653;2024-11-01T06:37:27;1;1;1;1;7;7;7;7;0.52;19.0;82;88260
9654;2024-11-01T06:38:29;1;1;1;1;7;7;7;7;0.52;19.09;83;88263
9655;2024-11-01T06:39:30;1;1;1;1;9;9;9;9;0.51;18.89;82;88268
9656;2024-11-01T06:40:32;1;1;1;1;7;7;7;7;0.51;18.79;82;88266
9657;2024-11-01T06:41:33;1;1;1;1;9;9;9;9;0.52;18.75;82;88266
9658;2024-11-01T06:42:34;1;1;1;1;11;11;11;11;0.51;18.87;84;88273
9659;2024-11-01T06:43:36;1;1;1;1;12;12;12;12;0.51;18.93;82;88273
9660;2024-11-01T06:44:37;1;1;1;1;12;12;12;12;0.5;19.02;83;88274
9661;2024-11-01T06:45:39;1;1;1;1;12;12;12;12;0.5;19.07;82;88281
9662;2024-11-01T06:46:40;1;1;1;1;10;10;10;10;0.51;19.04;82;88274
9663;2024-11-01T06:47:42;1;1;1;1;12;12;12;12;0.52;19.15;81;88271
9664;2024-11-01T06:48:43;2;2;2;2;13;13;13;13;0.53;19.17;82;88280
9665;2024-11-01T06:49:45;2;2;2;2;13;13;13;13;0.54;19.08;82;88283
9666;2024-11-01T06:50:46;2;2;2;2;13;13;13;13;0.53;18.97;82;88272
9667;2024-11-01T06:51:48;1;1;1;1;11;11;11;11;0.52;19.04;83;88277
9668;2024-11-01T06:52:49;1;2;2;2;13;13;13;13;0.52;19.18;82;88276
9669;2024-11-01T06:53:51;1;1;1;1;8;8;8;8;0.52;19.28;82;88285
9670;2024-11-01T06:54:52;1;1;1;1;11;11;11;11;0.51;19.32;81;88277
9671;2024-11-01T06:55:54;1;1;1;1;10;10;10;10;0.51;19.26;81;88277
9672;2024-11-01T06:56:55;1;2;2;2;13;13;13;13;0.51;19.4;81;88285
9673;2024-11-01T06:57:57;1;1;1;1;10;10;10;10;0.51;19.2;81;88279
9674;2024-11-01T06:58:58;1;1;1;1;12;12;12;12;0.52;19.26;81;88282
9675;2024-11-01T06:59:59;1;1;1;1;10;10;10;10;0.53;19.39;81;88289
9676;2024-11-01T07:01:01;1;1;1;1;10;10;10;10;0.52;19.41;81;88291
9677;2024-11-01T07:02:02;1;1;1;1;10;10;10;10;0.53;19.39;81;88294
9678;2024-11-01T07:03:04;1;1;1;1;10;10;10;10;0.53;19.47;81;88290
9679;2024-11-01T07:04:05;1;1;1;1;11;11;11;11;0.52;19.41;81;88303
9680;2024-11-01T07:05:07;2;2;2;2;13;13;13;13;0.53;19.24;82;88300
9681;2024-11-01T07:06:08;1;1;1;1;11;11;11;11;0.52;19.21;82;88296
9682;2024-11-01T07:07:10;1;1;1;1;11;11;11;11;0.52;19.18;82;88299
9683;2024-11-01T07:08:11;1;1;1;1;11;11;11;11;0.52;19.22;82;88302
9684;2024-11-01T07:09:13;1;1;1;1;12;12;12;12;0.51;18.88;83;88293
9685;2024-11-01T07:10:14;1;1;1;1;12;12;12;12;0.5;19.03;82;88297
9686;2024-11-01T07:11:16;1;1;1;1;11;11;11;11;0.51;19.19;82;88293
9687;2024-11-01T07:12:17;2;2;2;2;13;13;13;13;0.52;19.2;82;88300
9688;2024-11-01T07:13:19;1;1;1;1;12;12;12;12;0.53;19.32;82;88301
9689;2024-11-01T07:14:20;1;1;1;1;12;12;12;12;0.52;19.41;80;88302
9690;2024-11-01T07:15:21;2;2;2;2;13;13;13;13;0.53;19.48;80;88304
9691;2024-11-01T07:16:23;1;1;1;1;11;11;11;11;0.54;19.53;80;88309
9692;2024-11-01T07:17:24;2;2;2;2;15;15;15;15;0.54;19.53;80;88317
9693;2024-11-01T07:18:26;2;2;2;2;15;15;15;15;0.54;19.59;80;88313
9694;2024-11-01T07:19:27;1;2;2;2;13;13;13;13;0.55;19.72;80;88315
9695;2024-11-01T07:20:29;2;2;2;2;15;15;15;15;0.54;19.76;80;88312
9696;2024-11-01T07:21:30;2;2;2;2;15;15;15;15;0.54;19.7;82;88317
9697;2024-11-01T07:22:32;2;2;2;2;16;16;16;16;0.54;19.59;82;88312
9698;2024-11-01T07:23:33;2;2;2;2;14;14;14;14;0.54;19.62;83;88319
9699;2024-11-01T07:24:35;2;2;2;2;16;16;16;16;0.54;19.59;82;88317
9700;2024-11-01T07:25:36;2;2;2;2;20;20;20;20;0.53;19.61;82;88318
9701;2024-11-01T07:26:38;2;2;2;2;19;19;19;19;0.52;19.57;82;88321
9702;2024-11-01T07:27:39;3;3;3;3;23;24;24;24;0.52;19.47;84;88319
9703;2024-11-01T07:28:41;3;3;3;3;25;25;25;25;0.52;19.54;84;88319
9704;2024-11-01T07:29:42;3;3;3;3;22;22;22;22;0.54;19.55;82;88323
9705;2024-11-01T07:30:43;3;3;3;3;24;24;24;24;0.53;19.6;82;88319
9706;2024-11-01T07:31:45;3;3;3;3;24;24;24;24;0.52;19.71;81;88326
9707;2024-11-01T07:32:46;3;3;3;3;27;27;27;27;0.54;19.86;80;88331
9708;2024-11-01T07:33:48;4;4;4;4;32;32;32;32;0.54;19.93;80;88327
9709;2024-11-01T07:34:49;3;3;3;3;28;28;28;28;0.54;19.96;82;88327
9710;2024-11-01T07:35:51;3;3;3;3;24;24;24;24;0.53;20.01;81;88328
9711;2024-11-01T07:36:52;3;3;3;3;24;24;24;24;0.53;19.83;81;88329
9712;2024-11-01T07:37:54;3;3;3;3;22;22;22;22;0.53;19.8;82;88331
9713;2024-11-01T07:38:55;2;2;2;2;21;21;21;21;0.52;19.89;83;88338
9714;2024-11-01T07:39:57;2;2;2;2;21;21;21;21;0.53;19.9;83;88339
9715;2024-11-01T07:40:58;3;3;3;3;23;23;23;23;0.52;20.03;82;88334
9716;2024-11-01T07:42:00;3;3;3;3;26;26;26;26;0.51;19.97;82;88344
9717;2024-11-01T07:43:01;2;2;2;2;20;20;20;20;0.51;19.83;82;88334
9718;2024-11-01T07:44:02;3;3;3;3;22;22;22;22;0.49;19.86;82;88344
9719;2024-11-01T07:45:04;4;4;4;4;31;31;31;31;0.5;19.84;81;88341
9720;2024-11-01T07:46:05;13;13;13;13;107;108;108;108;0.48;20.04;82;88342
9721;2024-11-01T07:47:07;11;12;12;12;97;97;97;97;0.42;20.09;83;88344
9722;2024-11-01T07:48:08;5;5;5;5;39;39;39;39;0.45;20.01;81;88339
9723;2024-11-01T07:49:10;5;5;5;5;41;41;41;41;0.45;20.15;80;88346
9724;2024-11-01T07:50:11;3;3;3;3;29;29;29;29;0.46;20.21;79;88346
9725;2024-11-01T07:51:13;4;4;4;4;31;31;31;31;0.48;20.31;80;88344
9726;2024-11-01T07:52:14;3;3;3;3;28;28;28;28;0.47;20.09;79;88348
9727;2024-11-01T07:53:16;3;3;3;3;27;27;27;27;0.48;20.08;78;88348
9728;2024-11-01T07:54:17;3;3;3;3;29;29;29;29;0.48;20.29;79;88352
9729;2024-11-01T07:55:19;4;4;4;4;30;30;30;30;0.51;20.38;81;88351
9730;2024-11-01T07:56:20;4;4;4;4;32;32;32;32;0.5;20.44;81;88359
9731;2024-11-01T07:57:22;6;6;6;6;50;50;50;50;0.49;20.53;80;88356
9732;2024-11-01T07:58:23;4;4;4;4;33;33;33;33;0.48;20.41;79;88353
9733;2024-11-01T07:59:25;3;3;3;3;24;24;24;24;0.49;20.37;80;88360
9734;2024-11-01T08:00:26;3;3;3;3;24;24;24;24;0.49;20.4;81;88356
9735;2024-11-01T08:01:27;3;4;4;4;30;30;30;30;0.48;20.5;81;88360
9736;2024-11-01T08:02:29;4;4;4;4;33;33;33;33;0.47;20.62;81;88364
9737;2024-11-01T08:03:30;2;2;2;2;21;21;21;21;0.47;20.67;80;88357
9738;2024-11-01T08:04:32;3;3;3;3;22;22;22;22;0.47;20.78;80;88361
9739;2024-11-01T08:05:33;2;2;2;2;20;20;20;20;0.49;20.82;79;88361
9740;2024-11-01T08:06:35;2;2;2;2;21;21;21;21;0.5;20.73;79;88360
9741;2024-11-01T08:07:36;2;2;2;2;19;19;19;19;0.51;20.83;78;88366
9742;2024-11-01T08:08:38;2;2;2;2;16;16;16;16;0.51;20.88;78;88365
9743;2024-11-01T08:09:39;2;2;2;2;15;15;15;15;0.52;20.97;78;88364
9744;2024-11-01T08:10:41;2;2;2;2;19;19;19;19;0.52;21.03;78;88370
9745;2024-11-01T08:11:42;2;2;2;2;17;17;17;17;0.53;21.0;76;88374
9746;2024-11-01T08:12:44;1;1;1;1;11;11;11;11;0.53;21.07;75;88370
9747;2024-11-01T08:13:45;2;2;2;2;13;13;13;13;0.53;21.16;75;88366
9748;2024-11-01T08:14:47;5;5;5;5;39;39;39;39;0.5;21.21;77;88370
9749;2024-11-01T08:15:48;2;2;2;2;16;16;16;16;0.5;21.19;77;88378
9750;2024-11-01T08:16:50;1;1;1;1;12;12;12;12;0.51;20.85;72;88374
9751;2024-11-01T08:17:51;1;1;1;1;12;12;12;12;0.52;21.1;75;88374
9752;2024-11-01T08:18:52;1;1;1;1;12;12;12;12;0.52;20.82;72;88383
9753;2024-11-01T08:19:54;1;1;1;1;12;12;12;12;0.51;21.09;72;88384
9754;2024-11-01T08:20:55;1;2;2;2;13;13;13;13;0.5;21.23;73;88387
9755;2024-11-01T08:21:57;1;1;1;1;11;11;11;11;0.51;21.28;71;88388
9756;2024-11-01T08:22:58;1;1;1;1;11;11;11;11;0.52;20.98;71;88384
9757;2024-11-01T08:24:00;1;1;1;1;12;12;12;12;0.51;21.18;72;88382
9758;2024-11-01T08:25:01;1;1;1;1;12;12;12;12;0.51;21.23;74;88387
9759;2024-11-01T08:26:03;1;2;2;2;13;13;13;13;0.51;21.29;71;88385
9760;2024-11-01T08:27:04;2;2;2;2;16;16;16;16;0.5;21.42;73;88384
9761;2024-11-01T08:28:06;9;9;9;9;74;74;74;74;0.46;21.47;73;88378
9762;2024-11-01T08:29:07;2;2;2;2;14;14;14;14;0.47;21.6;74;88387
9763;2024-11-01T08:30:09;2;2;2;2;20;20;20;20;0.48;21.59;76;88386
9764;2024-11-01T08:31:10;2;2;2;2;17;17;17;17;0.49;21.43;71;88389
9765;2024-11-01T08:32:11;2;2;2;2;15;15;15;15;0.5;21.63;71;88384
9766;2024-11-01T08:33:13;2;2;2;2;14;14;14;14;0.52;21.7;72;88389
9767;2024-11-01T08:34:14;2;2;2;2;15;15;15;15;0.54;21.58;74;88387
9768;2024-11-01T08:35:16;2;2;2;2;18;18;18;18;0.56;21.7;70;88388
9769;2024-11-01T08:36:17;3;3;3;3;25;25;25;25;0.55;21.82;71;88381
9770;2024-11-01T08:37:19;4;4;4;4;30;30;30;30;0.53;21.88;72;88381
9771;2024-11-01T08:38:20;6;6;6;6;53;53;53;53;0.51;21.8;73;88391
9772;2024-11-01T08:39:22;8;8;8;8;66;66;66;66;0.46;21.82;70;88389
9773;2024-11-01T08:40:23;3;3;3;3;23;23;23;23;0.44;21.91;72;88386
9774;2024-11-01T08:41:25;4;4;4;4;33;33;33;33;0.45;22.11;72;88384
9775;2024-11-01T08:42:26;4;4;4;4;32;32;32;32;0.46;22.23;72;88388
9776;2024-11-01T08:43:28;3;3;3;3;27;27;27;27;0.46;22.12;72;88389
9777;2024-11-01T08:44:29;3;3;3;3;26;26;26;26;0.47;22.28;70;88394
9778;2024-11-01T08:45:31;3;3;3;3;25;25;25;25;0.48;22.45;70;88392
9779;2024-11-01T08:46:32;5;5;5;5;39;39;39;39;0.48;22.56;71;88390
9780;2024-11-01T08:47:34;3;3;3;3;24;24;24;24;0.5;22.49;69;88391
9781;2024-11-01T08:48:35;2;2;2;2;18;18;18;18;0.5;22.33;68;88397
9782;2024-11-01T08:49:36;2;2;2;2;18;18;18;18;0.5;22.28;67;88389
9783;2024-11-01T08:50:38;2;2;2;2;20;20;20;20;0.49;22.25;67;88390
9784;2024-11-01T08:51:39;2;2;2;2;20;20;20;20;0.48;22.27;66;88391
9785;2024-11-01T08:52:41;4;5;5;5;38;38;38;38;0.47;22.56;67;88393
9786;2024-11-01T08:53:42;2;2;2;2;21;21;21;21;0.48;22.61;70;88393
9787;2024-11-01T08:54:44;2;2;2;2;20;20;20;20;0.49;22.6;69;88397
9788;2024-11-01T08:55:45;3;3;3;3;25;26;26;26;0.51;22.57;68;88395
9789;2024-11-01T08:56:47;3;3;3;3;27;27;27;27;0.53;22.54;71;88388
9790;2024-11-01T08:57:48;3;3;3;3;27;27;27;27;0.51;22.8;68;88397
9791;2024-11-01T08:58:50;6;6;6;6;52;52;52;52;0.53;22.95;69;88395
9792;2024-11-01T08:59:51;3;3;3;3;25;25;25;25;0.51;23.01;69;88397
9793;2024-11-01T09:00:53;2;2;2;2;16;16;16;16;0.51;23.03;68;88397
9794;2024-11-01T09:01:54;2;2;2;2;21;21;21;21;0.51;23.21;68;88393
9795;2024-11-01T09:02:56;3;3;3;3;23;23;23;23;0.51;23.09;67;88400
9796;2024-11-01T09:03:57;2;2;2;2;19;19;19;19;0.5;23.15;65;88398
9797;2024-11-01T09:04:58;2;2;2;2;18;18;18;18;0.51;23.13;65;88400
9798;2024-11-01T09:06:00;3;3;3;3;22;22;22;22;0.5;23.42;67;88403
9799;2024-11-01T09:07:01;2;2;2;2;17;17;17;17;0.49;23.14;67;88404
9800;2024-11-01T09:08:03;2;2;2;2;15;15;15;15;0.49;23.22;67;88403
9801;2024-11-01T09:09:04;2;2;2;2;16;16;16;16;0.5;23.0;66;88409
9802;2024-11-01T09:10:06;3;3;3;3;22;22;22;22;0.5;23.11;70;88401
9803;2024-11-01T09:11:07;3;3;3;3;29;29;29;29;0.5;22.95;69;88402
9804;2024-11-01T09:12:09;3;4;4;4;30;30;30;30;0.51;22.44;70;88401
9805;2024-11-01T09:13:10;4;4;4;4;30;30;30;30;0.52;22.69;71;88407
9806;2024-11-01T09:14:12;4;4;4;4;34;35;35;35;0.53;22.7;68;88411
9807;2024-11-01T09:15:13;4;4;4;4;31;31;31;31;0.53;22.56;68;88402
9808;2024-11-01T09:16:15;4;4;4;4;33;33;33;33;0.53;22.42;68;88404
9809;2024-11-01T09:17:16;5;5;5;5;43;43;43;43;0.53;22.62;66;88400
9810;2024-11-01T09:18:18;4;4;4;4;33;33;33;33;0.53;22.71;66;88401
9811;2024-11-01T09:19:19;4;4;4;4;34;34;34;34;0.53;22.71;66;88401
9812;2024-11-01T09:20:21;4;4;4;4;30;30;30;30;0.53;22.81;69;88399
9813;2024-11-01T09:21:22;3;3;3;3;28;28;28;28;0.53;23.05;70;88401
9814;2024-11-01T09:22:24;4;4;4;4;32;32;32;32;0.53;22.85;67;88396
9815;2024-11-01T09:23:25;3;4;4;4;29;29;29;29;0.53;22.55;69;88400
9816;2024-11-01T09:24:26;3;4;4;4;29;30;30;30;0.54;22.48;68;88401
9817;2024-11-01T09:25:28;5;5;5;5;44;44;44;44;0.51;22.53;69;88405
9818;2024-11-01T09:26:29;4;5;5;5;38;38;38;38;0.51;22.53;67;88397
9819;2024-11-01T09:27:31;4;4;4;4;37;37;37;37;0.52;23.0;68;88398
9820;2024-11-01T09:28:32;5;5;5;5;46;46;46;46;0.52;22.54;68;88399
9821;2024-11-01T09:29:34;6;6;6;6;51;51;51;51;0.52;22.59;69;88403
9822;2024-11-01T09:30:35;5;5;5;5;42;42;42;42;0.54;22.5;68;88399
9823;2024-11-01T09:31:37;5;5;5;5;41;41;41;41;0.55;22.86;68;88395
9824;2024-11-01T09:32:38;5;5;5;5;41;41;41;41;0.54;22.92;67;88398
9825;2024-11-01T09:33:40;7;7;7;7;58;58;58;58;0.52;22.72;65;88389
9826;2024-11-01T09:34:41;2;2;2;2;20;20;20;20;0.51;22.39;65;88399
9827;2024-11-01T09:35:43;2;2;2;2;15;15;15;15;0.5;22.55;69;88386
9828;2024-11-01T09:36:44;2;2;2;2;21;21;21;21;0.49;22.97;68;88386
9829;2024-11-01T09:37:46;4;4;4;4;31;31;31;31;0.5;22.92;64;88384
9830;2024-11-01T09:38:47;4;4;4;4;34;35;35;35;0.5;23.15;64;88387
9831;2024-11-01T09:39:48;4;4;4;4;31;31;31;31;0.5;22.96;63;88382
9832;2024-11-01T09:40:50;3;3;3;3;29;29;29;29;0.5;22.9;67;88389
9833;2024-11-01T09:41:51;2;2;2;2;21;21;21;21;0.52;22.85;66;88389
9834;2024-11-01T09:42:53;3;3;3;3;28;29;29;29;0.53;23.0;66;88388
9835;2024-11-01T09:43:54;4;4;4;4;34;34;34;34;0.53;23.3;68;88392
9836;2024-11-01T09:44:56;3;4;4;4;30;30;30;30;0.53;22.85;65;88384
9837;2024-11-01T09:45:57;4;4;4;4;32;33;33;33;0.53;22.83;66;88393
9838;2024-11-01T09:46:59;3;3;3;3;28;28;28;28;0.51;23.11;65;88382
9839;2024-11-01T09:48:00;4;4;4;4;36;36;36;36;0.51;23.68;66;88384
9840;2024-11-01T09:49:02;5;5;5;5;39;39;39;39;0.5;23.04;62;88382
9841;2024-11-01T09:50:03;4;4;4;4;33;33;33;33;0.52;23.43;65;88378
9842;2024-11-01T09:51:05;4;4;4;4;35;35;35;35;0.51;23.47;64;88389
9843;2024-11-01T09:52:06;2;2;2;2;19;19;19;19;0.5;23.11;68;88376
9844;2024-11-01T09:53:08;2;2;2;2;18;18;18;18;0.5;22.81;65;88380
9845;2024-11-01T09:54:09;2;3;3;3;21;21;21;21;0.5;23.25;66;88386
9846;2024-11-01T09:55:11;6;6;6;6;47;48;48;48;0.5;23.33;64;88386
9847;2024-11-01T09:56:12;3;3;3;3;24;24;24;24;0.51;23.21;64;88388
9848;2024-11-01T09:57:14;3;3;3;3;22;22;22;22;0.51;23.64;65;88386
9849;2024-11-01T09:58:15;3;3;3;3;23;23;23;23;0.52;23.38;64;88387
9850;2024-11-01T09:59:16;3;3;3;3;27;27;27;27;0.53;23.73;68;88383
9851;2024-11-01T10:00:18;3;3;3;3;27;27;27;27;0.52;23.68;64;88387
9852;2024-11-01T10:01:19;3;3;3;3;29;29;29;29;0.52;23.83;65;88385
9853;2024-11-01T10:02:21;4;4;4;4;30;30;30;30;0.51;23.99;62;88386
9854;2024-11-01T10:03:22;4;4;4;4;31;31;31;31;0.51;23.71;63;88385
9855;2024-11-01T10:04:24;4;4;4;4;31;31;31;31;0.49;24.16;64;88388
9856;2024-11-01T10:05:25;3;3;3;3;25;25;25;25;0.51;23.6;62;88386
9857;2024-11-01T10:06:27;3;3;3;3;25;25;25;25;0.53;23.85;63;88382
9858;2024-11-01T10:07:28;3;3;3;3;25;25;25;25;0.53;23.66;62;88376
9859;2024-11-01T10:08:30;3;3;3;3;22;22;22;22;0.53;23.72;63;88387
9860;2024-11-01T10:09:31;2;3;3;3;21;21;21;21;0.54;23.53;64;88387
9861;2024-11-01T10:10:33;3;3;3;3;23;23;23;23;0.54;23.82;62;88378
9862;2024-11-01T10:11:34;3;3;3;3;22;22;22;22;0.53;23.49;61;88375
9863;2024-11-01T10:12:36;2;2;2;2;19;19;19;19;0.53;23.93;60;88372
9864;2024-11-01T10:13:37;3;3;3;3;24;24;24;24;0.53;23.54;60;88377
9865;2024-11-01T10:14:38;3;3;3;3;27;27;27;27;0.53;23.66;61;88378
9866;2024-11-01T10:15:40;3;3;3;3;26;26;26;26;0.52;23.92;59;88371
9867;2024-11-01T10:16:41;3;3;3;3;25;25;25;25;0.52;24.42;59;88381
9868;2024-11-01T10:17:43;19;20;20;20;165;165;165;165;0.55;24.71;60;88374
9869;2024-11-01T10:18:44;3;3;3;3;22;22;22;22;0.58;24.83;68;88369
9870;2024-11-01T10:19:46;3;3;3;3;24;24;24;24;0.54;24.45;63;88375
9871;2024-11-01T10:20:47;3;3;3;3;21;21;21;21;0.52;24.3;64;88370
9872;2024-11-01T10:21:49;3;3;3;3;21;21;21;21;0.52;24.23;63;88371
9873;2024-11-01T10:22:50;2;2;2;2;19;19;19;19;0.51;24.26;64;88370
9874;2024-11-01T10:23:52;4;4;4;4;33;33;33;33;0.51;24.64;63;88371
9875;2024-11-01T10:24:53;3;3;3;3;25;25;25;25;0.5;24.74;66;88372
9876;2024-11-01T10:25:55;3;3;3;3;22;22;22;22;0.51;24.65;64;88371
9877;2024-11-01T10:26:56;2;2;2;2;21;21;21;21;0.5;24.01;63;88364
9878;2024-11-01T10:27:58;2;2;2;2;19;19;19;19;0.5;24.25;66;88365
9879;2024-11-01T10:28:59;2;2;2;2;20;20;20;20;0.49;24.36;67;88368
9880;2024-11-01T10:30:01;2;2;2;2;20;20;20;20;0.48;23.98;66;88355
9881;2024-11-01T10:31:02;3;3;3;3;27;27;27;27;0.49;23.6;65;88366
9882;2024-11-01T10:32:04;3;3;3;3;23;23;23;23;0.5;23.99;66;88367
