counter;datetime;PM1;PM2_5;PM4;PM10;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure;meta
305;2024-12-11T13:43:43;6;6;6;6;51;51;51;51;0.56;30.93;22;87825;
306;2024-12-11T13:44:46;6;6;6;6;52;52;52;52;0.59;30.96;23;87828;
307;2024-12-11T13:45:48;6;7;7;7;54;54;54;54;0.58;30.96;22;87822;
308;2024-12-11T13:46:50;6;6;7;7;54;54;54;54;0.57;30.97;22;87819;
309;2024-12-11T13:47:52;7;7;7;7;56;56;56;56;0.57;30.98;22;87823;
310;2024-12-11T13:48:54;6;6;6;6;48;48;48;48;0.54;30.99;22;87821;
311;2024-12-11T13:49:56;6;7;7;7;55;55;55;55;0.54;31.0;22;87820;
312;2024-12-11T13:50:59;6;6;6;6;49;49;49;49;0.57;31.02;22;87820;
313;2024-12-11T13:52:01;6;6;6;6;48;49;49;49;0.54;31.02;22;87815;
314;2024-12-11T13:53:03;6;6;6;6;51;52;52;52;0.55;31.05;22;87811;
315;2024-12-11T13:54:05;6;6;6;6;50;50;50;50;0.55;31.04;22;87818;
316;2024-12-11T13:55:07;6;6;6;6;48;48;48;48;0.55;31.05;22;87808;
317;2024-12-11T13:56:09;6;6;6;6;54;54;54;54;0.55;31.08;22;87801;
318;2024-12-11T13:57:12;6;6;6;6;48;48;48;48;0.55;31.08;22;87807;
319;2024-12-11T13:58:14;6;6;6;6;48;48;48;48;0.54;31.09;22;87809;
320;2024-12-11T13:59:16;6;6;6;6;52;53;53;53;0.55;31.11;22;87800;
321;2024-12-11T14:00:18;6;6;6;6;51;51;51;51;0.53;31.12;23;87801;
322;2024-12-11T14:01:20;6;6;6;6;49;49;49;49;0.52;31.15;22;87806;
323;2024-12-11T14:02:22;6;6;6;6;50;50;50;50;0.53;31.15;22;87790;
324;2024-12-11T14:03:24;6;6;6;6;48;48;48;48;0.53;31.16;21;87790;
325;2024-12-11T14:04:27;6;6;6;6;52;52;52;52;0.53;31.18;22;87793;
326;2024-12-11T14:05:29;6;6;6;6;48;48;48;48;0.55;31.16;22;87791;
327;2024-12-11T14:06:31;6;6;6;6;54;54;54;54;0.53;31.02;22;87796;
328;2024-12-11T14:07:33;5;6;6;6;46;47;47;47;0.55;31.05;22;87792;
329;2024-12-11T14:08:35;6;6;6;6;49;49;49;49;0.57;31.07;22;87780;
330;2024-12-11T14:09:37;6;6;6;6;52;52;52;52;0.56;31.05;22;87781;
331;2024-12-11T14:10:40;6;6;6;6;49;49;49;49;0.54;31.03;22;87778;
332;2024-12-11T14:11:42;6;6;6;6;48;48;48;48;0.56;30.92;23;87780;
333;2024-12-11T14:12:44;6;6;6;6;51;51;51;51;0.53;30.95;23;87772;
334;2024-12-11T14:13:46;6;6;6;6;48;48;48;48;0.53;30.92;22;87776;
335;2024-12-11T14:14:48;6;6;6;6;54;54;54;54;0.55;30.94;22;87776;
336;2024-12-11T14:15:50;6;6;6;6;51;51;51;51;0.54;30.96;22;87771;
337;2024-12-11T14:16:53;6;6;6;6;52;52;52;52;0.54;30.99;22;87767;
338;2024-12-11T14:17:55;6;6;6;6;50;50;50;50;0.56;30.95;22;87772;
339;2024-12-11T14:18:57;6;6;6;6;49;49;49;49;0.56;30.95;22;87761;
340;2024-12-11T14:19:59;5;5;5;5;46;46;46;46;0.56;31.01;22;87767;
341;2024-12-11T14:21:01;6;6;6;6;49;49;49;49;0.56;31.05;22;87764;
342;2024-12-11T14:22:03;6;6;6;6;51;51;51;51;0.55;31.05;22;87761;
343;2024-12-11T14:23:06;6;6;6;6;50;50;50;50;0.53;30.99;22;87755;
344;2024-12-11T14:24:08;6;6;6;6;49;50;50;50;0.55;31.06;22;87760;
345;2024-12-11T14:25:10;6;6;6;6;49;49;49;49;0.56;31.02;22;87754;
346;2024-12-11T14:26:12;6;6;6;6;54;54;54;54;0.55;31.05;22;87751;
347;2024-12-11T14:27:14;7;7;7;7;59;59;59;59;0.54;31.03;22;87751;
348;2024-12-11T14:28:16;6;6;6;6;51;51;51;51;0.55;31.01;21;87745;
349;2024-12-11T14:29:19;5;5;5;5;44;44;44;44;0.54;31.06;23;87743;
350;2024-12-11T14:30:21;6;6;6;6;51;51;51;51;0.54;31.04;22;87741;
351;2024-12-11T14:31:23;6;6;6;6;51;51;51;51;0.56;30.99;22;87742;
352;2024-12-11T14:32:25;6;6;6;6;51;51;51;51;0.56;31.01;22;87737;
353;2024-12-11T14:33:27;6;6;6;6;47;47;47;47;0.57;31.06;21;87741;
354;2024-12-11T14:34:29;6;6;6;6;52;52;52;52;0.56;31.09;21;87737;
355;2024-12-11T14:35:31;6;6;6;6;50;50;50;50;0.57;31.12;22;87742;
356;2024-12-11T14:36:34;6;6;6;6;54;54;54;54;0.55;31.08;22;87741;
357;2024-12-11T14:37:36;6;6;6;6;49;49;49;49;0.54;31.12;22;87739;
358;2024-12-11T14:38:38;6;6;6;6;51;51;51;51;0.55;31.04;22;87736;
359;2024-12-11T14:39:40;6;6;6;6;47;47;47;47;0.55;31.08;22;87741;
360;2024-12-11T14:40:42;6;6;6;6;52;52;52;52;0.53;31.11;22;87729;
361;2024-12-11T14:41:44;6;6;6;6;51;51;51;51;0.56;31.12;22;87736;
362;2024-12-11T14:42:47;6;6;6;6;50;50;50;50;0.58;31.11;22;87734;
363;2024-12-11T14:43:49;6;6;6;6;52;53;53;53;0.57;31.2;22;87730;
364;2024-12-11T14:44:51;6;7;7;7;54;54;54;54;0.58;31.18;22;87736;
365;2024-12-11T14:45:53;6;6;6;6;48;48;48;48;0.57;31.19;21;87728;
366;2024-12-11T14:46:55;6;6;6;6;50;50;50;50;0.55;31.19;22;87723;
367;2024-12-11T14:47:57;6;6;6;6;48;49;49;49;0.56;31.19;22;87723;
368;2024-12-11T14:49:00;6;6;6;6;49;49;49;49;0.54;31.21;22;87720;
369;2024-12-11T14:50:02;7;7;7;7;56;56;56;56;0.55;31.22;22;87722;
370;2024-12-11T14:51:04;6;6;6;6;50;50;50;50;0.56;31.17;22;87715;
371;2024-12-11T14:52:06;6;6;6;6;53;53;53;53;0.56;31.19;22;87713;
372;2024-12-11T14:53:08;6;6;6;6;51;52;52;52;0.55;31.15;22;87716;
373;2024-12-11T14:54:10;6;6;6;6;51;51;51;51;0.54;31.14;22;87712;
374;2024-12-11T14:55:13;6;6;6;6;52;52;52;52;0.53;31.22;22;87711;
375;2024-12-11T14:56:15;6;6;6;6;54;54;54;54;0.55;31.24;22;87709;
376;2024-12-11T14:57:17;6;6;6;6;52;52;52;52;0.54;31.2;22;87706;
377;2024-12-11T14:58:19;6;6;6;6;49;49;49;49;0.55;31.16;22;87703;
378;2024-12-11T14:59:21;6;6;6;6;51;51;51;51;0.54;31.2;22;87700;
379;2024-12-11T15:00:23;6;6;6;6;52;52;52;52;0.53;31.22;22;87705;
380;2024-12-11T15:01:25;6;6;6;6;51;51;51;51;0.53;31.23;21;87696;
381;2024-12-11T15:02:28;6;6;6;6;50;50;50;50;0.54;31.15;22;87702;
382;2024-12-11T15:03:30;7;7;7;7;57;57;57;57;0.54;31.19;22;87706;
383;2024-12-11T15:04:32;6;7;7;7;55;55;55;55;0.54;31.16;22;87693;
384;2024-12-11T15:05:34;6;6;6;6;52;52;52;52;0.55;31.22;22;87694;
385;2024-12-11T15:06:36;6;6;6;6;53;54;54;54;0.56;31.2;22;87697;
386;2024-12-11T15:07:38;6;6;6;6;52;52;52;52;0.54;31.22;22;87687;
387;2024-12-11T15:08:41;6;6;6;6;48;49;49;49;0.55;31.19;22;87690;
388;2024-12-11T15:09:43;6;6;6;6;53;53;53;53;0.53;31.14;22;87692;
389;2024-12-11T15:10:45;6;6;6;6;52;52;52;52;0.54;31.14;22;87687;
390;2024-12-11T15:11:47;6;6;6;6;51;52;52;52;0.56;31.11;22;87685;
391;2024-12-11T15:12:49;6;6;6;6;53;53;53;53;0.56;31.15;23;87688;
392;2024-12-11T15:13:51;6;6;6;6;53;54;54;54;0.55;31.11;23;87685;
393;2024-12-11T15:14:54;6;7;7;7;55;55;55;55;0.55;31.13;23;87691;
394;2024-12-11T15:15:56;5;6;6;6;47;47;47;47;0.55;31.2;23;87678;
395;2024-12-11T15:16:58;6;6;6;6;52;52;52;52;0.52;31.21;23;87682;
396;2024-12-11T15:18:00;6;6;6;6;54;54;54;54;0.54;31.14;23;87679;
397;2024-12-11T15:19:02;6;7;7;7;54;54;54;54;0.55;31.18;23;87684;
398;2024-12-11T15:20:04;6;6;6;6;52;52;52;52;0.54;31.19;23;87679;
399;2024-12-11T15:21:07;6;6;6;6;48;48;48;48;0.55;31.21;23;87682;
400;2024-12-11T15:22:09;6;6;6;6;52;52;52;52;0.53;31.19;23;87682;
401;2024-12-11T15:23:11;6;6;6;6;53;53;53;53;0.5;31.14;23;87679;
402;2024-12-11T15:24:13;6;6;6;6;53;54;54;54;0.52;31.18;23;87678;
403;2024-12-11T15:25:15;6;6;6;6;49;49;49;49;0.53;31.19;23;87676;
404;2024-12-11T15:26:17;6;6;6;6;52;53;53;53;0.53;31.18;23;87669;
405;2024-12-11T15:27:20;6;6;6;6;49;49;49;49;0.54;31.19;23;87679;
406;2024-12-11T15:28:22;6;6;6;6;48;48;48;48;0.54;31.15;23;87677;
407;2024-12-11T15:29:24;6;6;6;6;47;47;47;47;0.55;31.22;23;87676;
408;2024-12-11T15:30:26;6;7;7;7;54;55;55;55;0.54;31.21;23;87682;
409;2024-12-11T15:31:28;6;6;6;6;52;52;52;52;0.54;31.28;23;87675;
410;2024-12-11T15:32:30;6;6;6;6;53;53;53;53;0.53;31.24;24;87684;
411;2024-12-11T15:33:32;6;6;6;6;53;53;53;53;0.53;31.21;23;87677;
412;2024-12-11T15:34:35;6;6;6;6;52;53;53;53;0.54;31.23;24;87680;
413;2024-12-11T15:35:37;6;6;6;6;48;48;48;48;0.55;31.22;24;87678;
414;2024-12-11T15:36:39;6;6;6;6;52;52;52;52;0.56;31.23;24;87683;
415;2024-12-11T15:37:41;6;7;7;7;55;55;55;55;0.54;31.24;24;87687;
416;2024-12-11T15:38:43;6;7;7;7;54;54;54;54;0.54;31.22;23;87681;
417;2024-12-11T15:39:45;6;6;6;6;52;52;52;52;0.5;31.19;24;87685;
418;2024-12-11T15:40:48;6;6;6;6;51;51;51;51;0.52;31.22;23;87689;
419;2024-12-11T15:41:50;6;6;6;6;54;54;54;54;0.53;31.24;24;87686;
420;2024-12-11T15:42:52;6;6;6;6;50;50;50;50;0.52;31.26;24;87689;
421;2024-12-11T15:43:54;6;6;6;6;53;53;53;53;0.54;31.25;24;87685;
422;2024-12-11T15:44:56;6;6;6;6;53;53;53;53;0.54;31.22;23;87689;
423;2024-12-11T15:45:58;6;6;6;6;54;54;54;54;0.55;31.23;24;87680;
424;2024-12-11T15:47:01;6;6;6;6;54;54;54;54;0.54;31.22;23;87684;
425;2024-12-11T15:48:03;6;6;6;6;53;53;53;53;0.54;31.22;24;87689;
426;2024-12-11T15:49:05;6;6;6;6;54;54;54;54;0.54;31.26;24;87684;
427;2024-12-11T15:50:07;6;6;6;6;49;49;49;49;0.53;31.27;24;87680;
428;2024-12-11T15:51:09;6;6;6;6;53;53;53;53;0.54;31.3;24;87679;
429;2024-12-11T15:52:11;6;6;6;6;50;50;50;50;0.53;31.28;24;87684;
430;2024-12-11T15:53:13;6;6;6;6;48;49;49;49;0.52;31.26;24;87681;
431;2024-12-11T15:54:16;6;6;6;6;48;48;48;48;0.54;31.22;24;87686;
432;2024-12-11T15:55:18;6;6;6;6;51;51;51;51;0.53;31.17;24;87682;
433;2024-12-11T15:56:20;7;7;7;7;57;57;57;57;0.54;31.19;24;87673;
434;2024-12-11T15:57:22;6;6;6;6;48;48;48;48;0.53;31.21;24;87682;
435;2024-12-11T15:58:24;6;6;6;6;49;49;49;49;0.52;31.23;24;87682;
436;2024-12-11T15:59:27;6;6;6;6;53;53;53;53;0.54;31.24;23;87681;
437;2024-12-11T16:00:29;6;6;6;6;52;52;52;52;0.53;31.22;24;87687;
438;2024-12-11T16:01:31;6;7;7;7;55;55;55;55;0.55;31.26;24;87678;
439;2024-12-11T16:02:33;6;6;6;6;49;49;49;49;0.56;31.23;24;87682;
440;2024-12-11T16:03:35;6;6;6;6;52;52;52;52;0.54;31.22;24;87683;
441;2024-12-11T16:04:37;7;7;7;7;57;57;57;57;0.54;31.22;24;87678;
442;2024-12-11T16:05:39;6;6;6;6;52;53;53;53;0.52;31.2;24;87675;
443;2024-12-11T16:06:42;6;6;6;6;52;52;52;52;0.54;31.21;24;87676;
444;2024-12-11T16:07:44;7;7;7;7;57;57;58;58;0.54;31.1;24;87683;
445;2024-12-11T16:08:46;7;7;7;7;57;57;57;57;0.53;31.08;24;87681;
446;2024-12-11T16:09:48;7;7;7;7;58;58;58;58;0.55;31.11;24;87683;
447;2024-12-11T16:10:50;7;7;7;7;58;58;58;58;0.56;31.2;24;87684;
448;2024-12-11T16:11:52;7;7;7;7;58;59;59;59;0.55;31.21;24;87682;
449;2024-12-11T16:12:55;6;6;6;6;52;52;52;52;0.56;31.25;24;87683;
450;2024-12-11T16:13:57;6;6;6;6;51;52;52;52;0.56;31.25;24;87687;
451;2024-12-11T16:14:59;6;6;6;6;53;53;53;53;0.55;31.25;23;87685;
452;2024-12-11T16:16:01;6;7;7;7;55;55;55;55;0.57;31.19;23;87684;
453;2024-12-11T16:17:03;7;7;7;7;56;56;56;56;0.58;31.19;23;87682;
454;2024-12-11T16:18:05;7;7;7;7;60;61;61;61;0.58;31.09;23;87683;
455;2024-12-11T16:19:08;7;7;7;7;59;59;59;59;0.57;31.19;23;87687;
456;2024-12-11T16:20:10;7;7;7;7;56;57;57;57;0.55;31.2;22;87687;
457;2024-12-11T16:21:12;7;7;7;7;56;56;56;56;0.55;31.23;23;87685;
458;2024-12-11T16:22:14;6;6;6;6;52;53;53;53;0.55;31.2;23;87681;
459;2024-12-11T16:23:16;7;7;7;7;57;57;57;57;0.55;31.16;23;87686;
460;2024-12-11T16:24:18;7;7;7;7;57;57;57;57;0.55;31.15;23;87683;
461;2024-12-11T16:25:21;7;7;7;7;56;56;56;56;0.55;31.23;23;87685;
462;2024-12-11T16:26:23;7;7;7;7;56;56;56;56;0.55;31.16;23;87687;
463;2024-12-11T16:27:25;7;7;7;7;60;61;61;61;0.54;31.2;23;87686;
464;2024-12-11T16:28:27;7;7;7;7;58;58;58;58;0.53;31.15;23;87686;
465;2024-12-11T16:29:29;7;7;7;7;56;57;57;57;0.55;31.1;23;87689;
466;2024-12-11T16:30:31;7;7;7;7;56;56;56;56;0.55;31.12;23;87690;
467;2024-12-11T16:31:33;7;7;7;7;60;60;60;60;0.55;31.13;23;87696;
468;2024-12-11T16:32:36;7;7;7;7;59;59;59;59;0.53;31.13;23;87694;
469;2024-12-11T16:33:38;7;7;7;7;57;57;57;57;0.51;31.07;23;87691;
470;2024-12-11T16:34:40;7;7;7;7;58;58;58;58;0.51;31.08;23;87698;
471;2024-12-11T16:35:42;7;7;7;7;61;61;61;61;0.52;31.11;23;87693;
472;2024-12-11T16:36:44;7;7;7;7;58;59;59;59;0.53;31.13;23;87699;
473;2024-12-11T16:37:46;7;7;7;7;58;58;58;58;0.55;31.12;23;87698;
474;2024-12-11T16:38:49;7;7;7;7;57;57;57;57;0.54;31.08;24;87698;
475;2024-12-11T16:39:51;7;7;7;7;59;59;59;59;0.54;31.11;23;87696;
476;2024-12-11T16:40:53;7;7;7;7;59;59;59;59;0.53;31.1;23;87698;
477;2024-12-11T16:41:55;7;7;7;7;57;57;57;57;0.52;31.07;23;87706;
478;2024-12-11T16:42:57;7;7;7;7;58;58;58;58;0.52;30.97;23;87696;
479;2024-12-11T16:43:59;7;8;8;8;63;64;64;64;0.54;31.01;23;87704;
480;2024-12-11T16:45:02;7;7;7;7;58;58;58;58;0.57;31.04;23;87708;
481;2024-12-11T16:46:04;7;7;7;7;58;58;58;58;0.61;31.03;23;87701;
482;2024-12-11T16:47:06;7;7;7;7;58;58;58;58;0.58;31.02;23;87708;
483;2024-12-11T16:48:08;7;7;7;7;56;57;57;57;0.58;30.99;24;87696;
484;2024-12-11T16:49:10;7;7;7;7;60;61;61;61;0.56;31.03;23;87707;
485;2024-12-11T16:50:12;7;7;7;7;60;60;60;60;0.55;31.11;23;87710;
486;2024-12-11T16:51:15;7;7;7;7;60;60;60;60;0.57;31.16;23;87706;
487;2024-12-11T16:52:17;7;7;7;7;56;56;56;56;0.57;31.22;23;87700;
488;2024-12-11T16:53:19;7;7;7;7;59;59;59;59;0.55;31.26;23;87708;
489;2024-12-11T16:54:21;6;7;7;7;54;55;55;55;0.55;31.27;23;87712;
490;2024-12-11T16:55:23;7;7;7;7;60;60;60;60;0.55;31.27;23;87709;
491;2024-12-11T16:56:25;7;7;7;7;59;59;59;59;0.55;31.29;23;87710;
492;2024-12-11T16:57:27;7;7;7;7;56;56;56;56;0.52;31.28;23;87708;
493;2024-12-11T16:58:30;7;7;7;7;60;61;61;61;0.54;31.3;23;87711;
494;2024-12-11T16:59:32;7;7;7;7;57;57;57;57;0.54;31.3;23;87705;
495;2024-12-11T17:00:34;7;7;7;7;62;62;62;62;0.52;31.3;23;87711;
496;2024-12-11T17:01:36;7;7;7;7;61;61;61;61;0.53;31.29;23;87710;
497;2024-12-11T17:02:38;7;7;7;7;56;57;57;57;0.52;31.29;23;87710;
498;2024-12-11T17:03:40;7;7;7;7;57;57;57;57;0.54;31.29;23;87716;
499;2024-12-11T17:04:43;7;7;7;7;61;61;61;61;0.55;31.29;23;87710;
500;2024-12-11T17:05:45;7;7;7;7;61;62;62;62;0.56;31.28;23;87712;
501;2024-12-11T17:06:47;7;7;7;7;57;57;57;57;0.55;31.29;23;87716;
502;2024-12-11T17:07:49;7;7;7;7;62;62;62;62;0.52;31.3;23;87720;
503;2024-12-11T17:08:51;7;7;7;7;61;61;61;61;0.53;31.31;23;87721;
504;2024-12-11T17:09:53;7;7;7;7;60;60;60;60;0.55;31.3;24;87716;
505;2024-12-11T17:10:56;7;7;7;7;59;59;59;59;0.55;31.29;24;87718;
506;2024-12-11T17:11:58;7;7;7;7;61;61;61;61;0.55;31.29;24;87720;
507;2024-12-11T17:13:00;7;7;7;7;59;59;59;59;0.55;31.28;23;87716;
508;2024-12-11T17:14:02;7;7;7;7;58;58;58;58;0.55;31.28;24;87714;
509;2024-12-11T17:15:04;7;7;7;7;62;62;62;62;0.54;31.28;24;87716;
510;2024-12-11T17:16:06;7;7;7;7;62;62;62;62;0.55;31.28;24;87714;
511;2024-12-11T17:17:09;7;7;7;7;60;60;60;60;0.57;31.27;23;87718;
512;2024-12-11T17:18:11;7;7;7;7;59;59;59;60;0.56;31.28;24;87716;
513;2024-12-11T17:19:13;7;7;7;7;57;57;57;57;0.55;31.26;24;87719;
514;2024-12-11T17:20:15;7;7;7;7;62;62;62;62;0.54;31.25;23;87716;
515;2024-12-11T17:21:17;7;8;8;8;64;64;64;64;0.53;31.25;24;87713;
516;2024-12-11T17:22:19;7;7;7;7;62;63;63;63;0.53;31.24;25;87717;
517;2024-12-11T17:23:22;7;7;7;7;62;62;62;62;0.53;31.25;24;87715;
518;2024-12-11T17:24:24;8;8;8;8;65;65;65;65;0.52;31.25;24;87713;
519;2024-12-11T17:25:26;7;7;7;7;58;59;59;59;0.52;31.25;24;87715;
520;2024-12-11T17:26:28;7;7;7;7;62;62;62;62;0.52;31.22;24;87719;
521;2024-12-11T17:27:30;7;7;7;7;61;61;61;61;0.52;31.22;24;87719;
522;2024-12-11T17:28:32;7;7;7;7;59;59;59;59;0.52;31.21;24;87720;
523;2024-12-11T17:29:34;7;7;7;7;57;57;57;57;0.52;31.19;24;87718;
524;2024-12-11T17:30:37;7;7;7;7;60;60;60;60;0.54;31.18;24;87719;
525;2024-12-11T17:31:39;7;7;7;7;61;61;61;61;0.52;31.19;24;87720;
526;2024-12-11T17:32:41;7;7;7;7;57;57;57;57;0.53;31.16;25;87723;
527;2024-12-11T17:33:43;7;7;7;7;57;57;57;57;0.54;31.15;25;87721;
528;2024-12-11T17:34:45;7;7;7;7;61;61;61;61;0.55;31.13;26;87720;
529;2024-12-11T17:35:47;7;7;7;7;61;61;61;61;0.56;31.12;25;87725;
530;2024-12-11T17:36:50;7;8;8;8;63;63;63;63;0.56;31.11;25;87723;
531;2024-12-11T17:37:52;7;8;8;8;63;63;63;63;0.53;31.1;25;87722;
532;2024-12-11T17:38:54;7;8;8;8;63;63;63;63;0.53;31.08;25;87731;
533;2024-12-11T17:39:56;7;7;7;7;58;59;59;59;0.54;31.07;25;87726;
534;2024-12-11T17:40:58;7;7;7;7;59;59;59;59;0.54;31.07;25;87729;
535;2024-12-11T17:42:00;7;7;7;7;61;61;61;61;0.53;31.07;25;87724;
536;2024-12-11T17:43:03;7;7;7;7;61;61;61;61;0.53;31.06;25;87730;
537;2024-12-11T17:44:05;7;7;7;7;59;59;59;59;0.53;31.08;25;87727;
538;2024-12-11T17:45:07;7;7;7;7;59;59;59;59;0.55;31.09;25;87732;
539;2024-12-11T17:46:09;7;7;7;7;61;61;61;61;0.55;31.03;25;87732;
540;2024-12-11T17:47:11;7;7;7;7;56;56;56;56;0.55;31.01;25;87737;
541;2024-12-11T17:48:13;7;7;7;7;61;61;61;61;0.56;31.01;25;87731;
542;2024-12-11T17:49:16;7;7;7;7;56;56;56;56;0.55;31.0;25;87730;
543;2024-12-11T17:50:18;8;8;8;8;64;64;64;64;0.54;30.98;26;87738;
544;2024-12-11T17:51:20;7;7;7;7;58;58;58;58;0.53;30.97;26;87737;
545;2024-12-11T17:52:22;8;8;8;8;68;68;68;68;0.53;30.97;26;87733;
546;2024-12-11T17:53:24;7;7;7;7;62;62;62;62;0.54;30.97;26;87734;
547;2024-12-11T17:54:26;7;7;7;7;61;61;61;61;0.56;30.95;25;87737;
548;2024-12-11T17:55:28;8;8;8;8;66;66;66;66;0.54;30.96;26;87741;
549;2024-12-11T17:56:31;7;8;8;8;64;64;64;64;0.55;30.93;26;87739;
550;2024-12-11T17:57:33;7;7;7;7;62;62;62;62;0.56;30.93;26;87742;
551;2024-12-11T17:58:35;7;7;7;7;60;60;60;60;0.55;30.88;26;87741;
552;2024-12-11T17:59:37;8;8;8;8;65;65;65;65;0.57;30.88;26;87741;
553;2024-12-11T18:00:39;7;8;8;8;63;64;64;64;0.59;30.92;26;87746;
554;2024-12-11T18:01:41;8;8;8;8;65;65;65;65;0.58;30.9;26;87749;
555;2024-12-11T18:02:44;7;7;7;7;62;62;62;62;0.56;30.88;26;87749;
556;2024-12-11T18:03:46;8;8;8;8;65;65;65;65;0.55;30.81;26;87748;
557;2024-12-11T18:04:48;7;8;8;8;63;63;63;63;0.54;30.82;26;87746;
558;2024-12-11T18:05:50;8;8;8;8;64;64;64;64;0.54;30.77;26;87744;
559;2024-12-11T18:06:52;7;7;7;7;62;63;63;63;0.55;30.76;26;87754;
560;2024-12-11T18:07:54;8;8;8;8;64;64;64;64;0.53;30.73;26;87753;
561;2024-12-11T18:08:57;8;8;8;8;66;66;66;66;0.54;30.72;26;87751;
562;2024-12-11T18:09:59;7;8;8;8;64;64;64;64;0.53;30.7;26;87751;
563;2024-12-11T18:11:01;8;8;8;8;70;70;70;70;0.54;30.69;26;87753;
564;2024-12-11T18:12:03;8;8;8;8;68;68;68;68;0.55;30.69;26;87758;
565;2024-12-11T18:13:05;10;10;10;10;83;83;84;84;0.59;30.68;26;87760;
566;2024-12-11T18:14:07;10;11;11;11;87;88;88;88;0.59;30.64;26;87751;
567;2024-12-11T18:15:10;11;12;12;12;98;98;98;98;0.58;30.62;27;87757;
568;2024-12-11T18:16:12;11;12;12;12;95;95;95;95;0.58;30.59;27;87766;
569;2024-12-11T18:17:14;11;12;12;12;96;96;96;96;0.59;30.56;27;87762;
570;2024-12-11T18:18:16;11;12;12;12;95;95;95;95;0.6;30.52;27;87756;
571;2024-12-11T18:19:18;12;12;13;13;99;99;99;99;0.61;30.51;27;87755;
572;2024-12-11T18:20:20;11;11;11;11;92;92;92;92;0.59;30.5;27;87763;
573;2024-12-11T18:21:23;10;10;11;11;86;86;87;87;0.57;30.5;27;87762;
574;2024-12-11T18:22:25;10;11;11;11;89;89;89;89;0.56;30.48;27;87762;
575;2024-12-11T18:23:27;11;11;12;12;94;94;94;94;0.57;30.48;27;87765;
576;2024-12-11T18:24:29;11;12;13;13;94;95;95;95;0.61;30.46;27;87762;
577;2024-12-11T18:25:31;11;12;13;13;95;96;96;96;0.62;30.44;27;87767;
578;2024-12-11T18:26:33;11;12;12;12;92;93;93;93;0.63;30.44;27;87770;
579;2024-12-11T18:27:36;11;12;12;12;91;92;92;92;0.61;30.42;27;87767;
580;2024-12-11T18:28:38;10;10;10;11;83;84;84;84;0.58;30.42;26;87772;
581;2024-12-11T18:29:40;11;11;11;11;91;92;92;92;0.57;30.4;27;87764;
582;2024-12-11T18:30:42;10;10;10;10;85;85;85;85;0.55;30.39;27;87776;
583;2024-12-11T18:31:44;11;11;11;11;95;95;95;95;0.56;30.37;27;87772;
584;2024-12-11T18:32:46;12;13;13;13;100;101;101;101;0.61;30.36;27;87775;
585;2024-12-11T18:33:49;11;12;12;12;95;96;96;96;0.6;30.33;27;87768;
586;2024-12-11T18:34:51;11;12;12;12;97;97;98;98;0.57;30.29;27;87777;
587;2024-12-11T18:35:53;11;11;12;12;92;93;93;93;0.58;30.28;27;87773;
588;2024-12-11T18:36:55;11;12;12;12;96;96;96;96;0.6;30.31;27;87771;
589;2024-12-11T18:37:57;11;11;12;12;90;91;91;91;0.59;30.28;27;87770;
590;2024-12-11T18:38:59;11;12;12;12;93;93;94;94;0.6;30.28;27;87778;
591;2024-12-11T18:40:02;11;12;12;12;94;95;95;95;0.6;30.26;27;87779;
592;2024-12-11T18:41:04;11;11;11;11;89;90;90;90;0.59;30.25;28;87777;
593;2024-12-11T18:42:06;11;12;12;12;97;98;98;98;0.57;30.24;28;87778;
594;2024-12-11T18:43:08;10;11;11;11;89;89;89;89;0.57;30.25;27;87783;
595;2024-12-11T18:44:10;10;10;10;10;83;84;84;84;0.56;30.25;27;87779;
596;2024-12-11T18:45:12;11;11;11;11;92;92;92;92;0.58;30.25;27;87785;
597;2024-12-11T18:46:15;10;11;11;11;88;88;88;88;0.57;30.22;27;87787;
598;2024-12-11T18:47:17;11;11;12;12;93;93;93;93;0.59;30.18;27;87784;
599;2024-12-11T18:48:19;11;11;12;12;91;92;92;92;0.58;30.18;27;87786;
600;2024-12-11T18:49:21;11;11;11;11;91;91;91;91;0.59;30.19;27;87787;
601;2024-12-11T18:50:23;10;11;11;11;86;87;87;87;0.6;30.17;27;87784;
602;2024-12-11T18:51:25;11;11;12;12;92;93;93;93;0.62;30.16;27;87786;
603;2024-12-11T18:52:28;11;11;11;11;91;91;91;91;0.6;30.14;27;87788;
604;2024-12-11T18:53:30;11;11;12;12;93;93;94;94;0.58;30.12;27;87789;
605;2024-12-11T18:54:32;11;12;12;12;95;95;95;95;0.59;30.1;27;87789;
606;2024-12-11T18:55:34;11;11;12;12;92;92;92;92;0.59;30.05;27;87785;
607;2024-12-11T18:56:36;11;11;12;12;92;92;92;92;0.59;30.05;27;87787;
608;2024-12-11T18:57:38;11;12;12;12;93;94;94;94;0.61;30.0;28;87791;
609;2024-12-11T18:58:41;11;12;12;12;93;94;94;94;0.61;30.01;28;87790;
610;2024-12-11T18:59:43;10;10;11;11;82;83;83;83;0.62;30.01;28;87800;
611;2024-12-11T19:00:45;10;11;11;11;88;89;89;89;0.6;30.01;28;87806;
612;2024-12-11T19:01:47;10;11;11;11;88;88;88;88;0.61;29.97;28;87789;
613;2024-12-11T19:02:49;10;10;11;11;84;84;84;84;0.58;29.96;28;87794;
